openingECO,openingName,openingMoves,openingSubcategory,openingGamesPlayed,openingWhiteScore,openingDrawScore,openingBlackScore
A91,"Blackburne Attack, Dutch",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bg7 5.Nh3,Dutch Defense,1818,44.5,30.7,24.8
A91,"Botvinnik-Bronstein Variation, Dutch",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nc3 O-O 6.e3,Dutch Defense,1818,44.5,30.7,24.8
A92,A92,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3,Dutch,1551,43.3,31.3,25.4
A92,"Alekhine Variation, Dutch",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O Ne4,Dutch,1551,43.3,31.3,25.4
A93,"Botvinnik Variation, Dutch; A93",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.b3,"Dutch, Stonewall, Botvinnik Variation",554,49.6,33.2,17.1
A94,A94,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.b3 c6,"Dutch, Stonewall with Ba3",423,47.5,34.5,18
A95,A95,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.Nc3,"Dutch, Stonewall",762,41.6,30.6,27.8
A96,A96,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6,"Dutch, Classical Variation",2466,44.4,31.2,24.4
A97,"Ilyin-Zhenevsky Variation, Dutch; A97",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8,"Dutch, Ilyin-Genevsky",1444,44.1,31.6,24.3
A98,A98,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8 8.Qc2,"Dutch, Ilyin-Genevsky Variation with Qc2",367,45,27.5,27.5
A99,A99,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6 7.Nc3 Qe8 8.b3,"Dutch, Ilyin-Genevsky Variation with b3",443,51.9,29.3,18.7
B00,"Aachen Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 d5 3.exd5 Nb4,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Adams Defense,1.e4 Nh6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Alekseev Variation, Nimzovich; Heinola-Deppe Gambit",1.e4 Nc6 2.d4 d5 3.Nc3 e5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Barnes Defense,1.e4 f6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Basman Defense; Macho Grob,1.e4 g5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Basman; Macho Grob; Borg,1.e4 g5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Bileefelder Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.dxe5 Bc5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Bogoljubow Variation, Nizovich Defense",1.e4 Nc6 2.d4 d5 3.Nc3,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Borg Defense; Troon Gambit,1.e4 g5 2.d4 h6 3.h4 g4,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Borg Gambit,1.e4 g5 2.d4 Bg7,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Brandics Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 d5 3.Nc3 a6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Breyer Defense, Nimzovich",1.e4 Nc6 2.Nc3 Nf6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Burgar Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.dxe5 d6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Carr Defense,1.e4 h6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Colorado Counter Accepted, Nimzovich Defense",1.e4 Nc6 2.Nf3 f5 3.exf5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Colorado Defense, Nimzovich; Lean Variation",1.e4 Nc6 2.Nf3 f5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Corn Stalks,1.e4 a5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"El Columpio Defense, Nimzovich Defense",1.e4 Nc6 2.Nf3 Nf6 3.e5 Ng4,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Erben Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 d5 3.Nc3 g6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Franco-Nimzovich Variation,1.e4 Nc6 2.Nf3 e6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Fred; From Reversed,1.e4 f5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"French Connection, Nimzovich Defense",1.e4 Nc6 2.d4 e6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Guatemalan Defense,1.e4 b6 2.d4 Ba6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Hammer Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.dxe5 f6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Hekili-Loa Gambit, Owen Defense",1.e4 b6 2.d4 c5 3.dxc5 Nc6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Herford Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.dxe5 Qh4,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Hornung Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 d5 3.Be3,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Kennedy Variation, Nimzovich",1.e4 Nc6 2.d4 e5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Keres Attack, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.dxe5 Nxe5 4.Nc3,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Lemming Defense,1.e4 Na6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Linksspringer Variation, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.d5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Mao Tse Tung; Duras,1.e4 f5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Marshall Gambit, Nimzovich",1.e4 Nc6 2.d4 d5 3.exd5 Qxd5 4.Nc3,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Matovinsky Gambit,1.e4 b6 2.d4 Bb7 3.Bd3 f5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Matovinsky Gambit,1.e4 b6 2.d4 Bb7 3.Bd3 f5 4.exf5 Bxg2 5.Qh5+ g6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Mikenas Variation, Nimzovich Defense",1.e4 Nc6 2.d4 d6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Naselwaus Variation, Owen's Defense",1.e4 b6 2.d4 Bb7 3.Bg5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Neo-Mongoloid Defense, Nimzovich",1.e4 Nc6 2.d4 f6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Nimzovich Defense,1.e4 Nc6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Nimzovich Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 d5 3.Nc3 dxe4 4.d5 Ne5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Owen's Defense; Greek Defense,1.e4 b6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Paulsen Attack, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.dxe5 Nxe5 4.Nf3,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Pickering (Goldsmith) Defense,1.e4 h5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Picklepuss Defense,1.e4 h5 2.d4 Nf6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Pirc Connection, Nimzovich Defense",1.e4 Nc6 2.d4 g6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Polish Variation, St George Defense",1.e4 a6 2.d4 b5 3.Nf3 Bb7 4.Bd3 e6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Pseudo-Spanish Variation,1.e4 Nc6 2.Bb5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Richter Gambit, Nimzovich Defense",1.e4 Nc6 2.d4 d5 3.Nc3 dxe4 4.d5 Nb8 5.f3,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Riemann Defense, Nimzovich Defense",1.e4 Nc6 2.d4 e5 3.dxe5 Nxe5 4.f4 Nc6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,San Jorge Variation,1.e4 a6 2.d4 b5 3.Nf3 Bb7 4.Bd3 d6 5.O-O g6 6.c3 Bg7,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,San Jorge Variation,1.e4 a6 2.d4 e6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Sanky-Georg Gambit, St George",1.e4 a6 2.d4 e6 3.c4 b5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Scandanavian Variation, Nimzovich Defense",1.e4 Nc6 2.d4 d5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Smith Gambit, Owen Defense",1.e4 b6 2.d4 Bb7 3.Nf3,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Snagkeouss Defense,1.e4 a5 2.d4 Nc6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,St George; Birmingham; Baker,1.e4 a6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Three Pawn Attack, St George",1.e4 a6 2.d4 e6 3.c4,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Tiers Counter-Gambit,1.e4 f5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Vehre Variation, Nimzovich Defense",1.e4 Nc6 2.d4 d5 3.Nc3 Nf6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Ware Defense,1.e4 a5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Wheeler Gambit, Nimzovich Defense",1.e4 Nc6 2.b4 Nxb4 3.c3 Nc6 4.d4,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,Wild Bull Defense,1.e4 Nh6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Williams Variation, Nimzovich",1.e4 Nc6 2.Nf3 d6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Wind Gambit, Owen Defense",1.e4 b6 2.d4 Bb7 3.f3 e5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Woodchuck Variation, St George",1.e4 a6 2.d4 Nc6,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Zilbermints Gambit, Borg",1.e4 g5 2.d4 e5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Zilbermints Gambit, Carr Defense",1.e4 h6 2.d4 e5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B00,"Zilbermints Gambit, St George Defense",1.e4 a6 2.d4 e5,Uncommon King's Pawn Opening,1703588,38.2,29.9,31.9
B01,"Anderssen Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 e5,Scandinavian,61468,41,27.2,31.8
B01,"Atkinson (Kloosterboer) Variation, Center Counter",1.e4 d5 2.exd5 c6 3.dxc6 e5,Scandinavian,61468,41,27.2,31.8
B01,"Blackbunre-Kloosterboer Gambit, Center Counter",1.e4 d5 2.exd5 c6 3.dxc6 e5,Scandinavian,61468,41,27.2,31.8
B01,"Blackburne Gambit, Center Counter",1.e4 d5 2.exd5 c6 3.dxc6 Nxc6,Scandinavian,61468,41,27.2,31.8
B01,"Boehnke Gambit Accepted, Center Counter",1.e4 d5 2.exd5 e5 3.dxe6 Bxe6,Scandinavian,61468,41,27.2,31.8
B01,"Boehnke Gambit, Center Counter",1.e4 d5 2.exd5 e5,Scandinavian,61468,41,27.2,31.8
B01,"Bronstein Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 Nf6 5.Nf3 a6,Scandinavian,61468,41,27.2,31.8
B01,Center Counter; Scandanavian; B01,1.e4 d5,Scandinavian,61468,41,27.2,31.8
B01,Closed Scandavian,1.e4 d5 2.Nc3,Scandinavian,61468,41,27.2,31.8
B01,"Collijn Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 e5 5.Nf3 Bg4,Scandinavian,61468,41,27.2,31.8
B01,"Gipslis Variation, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 Bg4,Scandinavian,61468,41,27.2,31.8
B01,"Gruenfeld Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 5.Nf3 Bf5 6.Ne5 c6 7.g4,Scandinavian,61468,41,27.2,31.8
B01,"Gubinsky-Melts Defense, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6,Scandinavian,61468,41,27.2,31.8
B01,"Icelandic-Palme Gambit, CC",1.e4 d5 2.exd5 Nf6 3.c4 e6,Scandinavian,61468,41,27.2,31.8
B01,"Kadas Gambit, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 c6 4.dxc6 e5,Scandinavian,61468,41,27.2,31.8
B01,"Kiel Variation, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.c4 Nb4,Scandinavian,61468,41,27.2,31.8
B01,"Lasker Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 5.Nf3 Bg4 6.h3,Scandinavian,61468,41,27.2,31.8
B01,"Leonhardt (Rosen) Gambit, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.b4,Scandinavian,61468,41,27.2,31.8
B01,"Marshall Gambit, Scandanavian G; Modern Variation, CC",1.e4 d5 2.exd5 Nf6,Scandinavian,61468,41,27.2,31.8
B01,"Marshall Variation, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5,Scandinavian,61468,41,27.2,31.8
B01,"Mieses Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6,Scandinavian,61468,41,27.2,31.8
B01,"Mieses-Kotroc Variation, Center Counter",1.e4 d5 2.exd5 Qxd5,Scandinavian,61468,41,27.2,31.8
B01,"Panov Transfer, Center Counter",1.e4 d5 2.exd5 Nf6 3.c4 c6,Scandinavian,61468,41,27.2,31.8
B01,"Portuguese Gambit, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Bg4 4.f3 Bf5 5.Bb5+ Nbd7,Scandinavian,61468,41,27.2,31.8
B01,"Portuguese Variation, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Bg4,Scandinavian,61468,41,27.2,31.8
B01,"Richter Variation, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.Nf3 g6,Scandinavian,61468,41,27.2,31.8
B01,"Schiller-Pytel Variation, Center Counter",1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 c6,Scandinavian,61468,41,27.2,31.8
B01,"Tomalty Gambit, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 Nxd5 4.c4 Nf6 5.Nc3 c5,Scandinavian,61468,41,27.2,31.8
B01,"Wing Gambit, Center Counter",1.e4 d5 2.exd5 Nf6 3.d4 g6 4.c4 b5,Scandinavian,61468,41,27.2,31.8
B01,"Zilbermints Gambit, Center Counter",1.e4 d5 2.b4,Scandinavian,61468,41,27.2,31.8
B02,Alekhine's Defense; B02,1.e4 Nf6,Alekhine's Defense,40307,37.8,29,33.2
B02,"Buckley Attack, Alekhine",1.e4 Nf6 2.e5 Nd5 3.Na3,Alekhine's Defense,40307,37.8,29,33.2
B02,"Buntin Gambit, Alekhine",1.e4 Nf6 2.e5 Nd5 3.e6,Alekhine's Defense,40307,37.8,29,33.2
B02,"Everglades Defense, Alekhine",1.e4 Nf6 2.e5 Ng8 3.d4 f5,Alekhine's Defense,40307,37.8,29,33.2
B02,"Fried Fox, Alekhine; Krejcik Gambit",1.e4 Nf6 2.Bc4 Nxe4 3.Bxf7+,Alekhine's Defense,40307,37.8,29,33.2
B02,"Geschev Gambit, Alekhine",1.e4 Nf6 2.Nc3 d5 3.exd5 c6,Alekhine's Defense,40307,37.8,29,33.2
B02,"Hunt Gambit, Alekhine; Two Pawn Attack",1.e4 Nf6 2.e5 Nd5 3.c4,Alekhine's Defense,40307,37.8,29,33.2
B02,"John Tracy Gambit, Alekhine",1.e4 Nf6 2.Nf3,Alekhine's Defense,40307,37.8,29,33.2
B02,"Kmoch Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.Bc4 Nb6 4.Bb3 c5 5.d3,Alekhine's Defense,40307,37.8,29,33.2
B02,"Krejcik Variation, Alekhine",1.e4 Nf6 2.Bc4,Alekhine's Defense,40307,37.8,29,33.2
B02,"Lasker Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.c5,Alekhine's Defense,40307,37.8,29,33.2
B02,"Maroczy Variation, Alekhine",1.e4 Nf6 2.d3,Alekhine's Defense,40307,37.8,29,33.2
B02,"Matsukevich Gambit, Alekhine",1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.c5 Nd5 5.Nc3 Nxc3 6.dxc3 d6 7.Bg5,Alekhine's Defense,40307,37.8,29,33.2
B02,"Mikenas Gambit, Alekhine",1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.c5 Nd5 5.Bc4 e6 6.Nc3 d6 7.Nxd5 exd5 8.Bxd5,Alekhine's Defense,40307,37.8,29,33.2
B02,Mokele Mbembe; Knight's Tour,1.e4 Nf6 2.e5 Ne4,Alekhine's Defense,40307,37.8,29,33.2
B02,"Myers Gambit, Alekhine",1.e4 Nf6 2.Nc3 d5 3.d3 dxe4 4.Bg5,Alekhine's Defense,40307,37.8,29,33.2
B02,"Noch Gambit, Alekhine",1.e4 Nf6 2.Nc3 d5 3.exd5,Alekhine's Defense,40307,37.8,29,33.2
B02,"Retreat; Brooklyn Variation, Alekhine",1.e4 Nf6 2.e5 Ng8,Alekhine's Defense,40307,37.8,29,33.2
B02,"Saemisch Attack, Alekhine",1.e4 Nf6 2.e5 Nd5 3.Nc3,Alekhine's Defense,40307,37.8,29,33.2
B02,"Scandanavian Variation, Alekhine",1.e4 Nf6 2.Nc3 d5,Alekhine's Defense,40307,37.8,29,33.2
B02,"Spielmann Variation, Alekhine",1.e4 Nf6 2.Nc3 d5 3.e5 Nfd7 4.e6,Alekhine's Defense,40307,37.8,29,33.2
B02,"Steiner Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.b3,Alekhine's Defense,40307,37.8,29,33.2
B02,"Welling Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.b3,Alekhine's Defense,40307,37.8,29,33.2
B03,B03,1.e4 Nf6 2.e5 Nd5 3.d4,Alekhine's Defense,21760,40.4,30.8,28.8
B03,"Balogh Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Bc4,Alekhine's Defense,21760,40.4,30.8,28.8
B03,"Cambridge Gambit, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4 g5,Alekhine's Defense,21760,40.4,30.8,28.8
B03,Four Pawns Attack; Chase V,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4,Alekhine's Defense,21760,40.4,30.8,28.8
B03,"Hunt Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.c5,Alekhine's Defense,21760,40.4,30.8,28.8
B03,"Trifunovic Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.f4 Bf5,Alekhine's Defense,21760,40.4,30.8,28.8
B03,"Wall Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 c5,Alekhine's Defense,21760,40.4,30.8,28.8
B04,"Alburt Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 g6,"Alekhine's Defense, Modern",12617,41,32.8,26.2
B04,B04,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3,"Alekhine's Defense, Modern",12617,41,32.8,26.2
B04,"Karpov Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 g6 5.c4 Nb6 6.h3 Bg7 8.Be2,"Alekhine's Defense, Modern",12617,41,32.8,26.2
B04,"Keres Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 g6 5.Bc4 Nb6 6.Bb3 Bg7 7.a4,"Alekhine's Defense, Modern",12617,41,32.8,26.2
B04,"Larsen Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 dxe5,"Alekhine's Defense, Modern",12617,41,32.8,26.2
B04,"Panov Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.h3,"Alekhine's Defense, Modern",12617,41,32.8,26.2
B04,"Schmid Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Nb6,"Alekhine's Defense, Modern",12617,41,32.8,26.2
B05,"Alekhine Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.c4,"Alekhine's Defense, Modern",5803,42.5,31,26.5
B05,B05,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4,"Alekhine's Defense, Modern",5803,42.5,31,26.5
B05,"Flohr Variation, Alekhine",1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.Be2 c6,"Alekhine's Defense, Modern",5803,42.5,31,26.5
B06,Accelerated Gurgenidze,1.e4 g6 2.d4 Bg7 3.Nf3 d6 3.Nc3 c6,Robatsch,51579,37.3,28.1,34.5
B06,Anti-Modern,1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Bc4 c6 5.Qe2,Robatsch,51579,37.3,28.1,34.5
B06,Bishop Attack,1.e4 g6 2.d4 Bg7 3.Bc4,Robatsch,51579,37.3,28.1,34.5
B06,Buecker Gambit,1.e4 g6 2.d4 Bg7 3.Bc4 b5,Robatsch,51579,37.3,28.1,34.5
B06,"Fianchetto Gambit, Modern Defense",1.e4 g6 2.d4 f5,Robatsch,51579,37.3,28.1,34.5
B06,"Geller's System, Modern Defense",1.e4 g6 2.d4 Bg7 3.Nf3 d6 3.c3,Robatsch,51579,37.3,28.1,34.5
B06,"Gurgenidze Defense, Modern Defense",1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.f4 d5 5.e5 h5,Robatsch,51579,37.3,28.1,34.5
B06,Masur Gambit,1.e4 g6 2.d4 Nh6 3.Nc3 f5 4.Bxh6 Bxh6 5.exf5 O-O,Robatsch,51579,37.3,28.1,34.5
B06,"Mittenberger Gambit, Modern Defense",1.e4 g6 2.d4 Bg7 3.Nc3 d5,Robatsch,51579,37.3,28.1,34.5
B06,"Mongredien Defense, Pirc",1.e4 g6 2.d4 Bg7 3.Nf3 b6,Robatsch,51579,37.3,28.1,34.5
B06,"Monkey's Bum, Pirc",1.e4 g6 2.Bc4 Bg7 3.Qf3 e6 4.d4,Robatsch,51579,37.3,28.1,34.5
B06,Norwegian Defense,1.e4 g6 2.d4 Nf6,Robatsch,51579,37.3,28.1,34.5
B06,Pirc; Robatsch; Modern; King Pawn Fianchetto; B06,1.e4 g6,Robatsch,51579,37.3,28.1,34.5
B06,Pseudo-Austrian Attack,1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.f4,Robatsch,51579,37.3,28.1,34.5
B06,"Pterodactyl, Pirc",1.e4 g6 2.d4 Bg7 3.Nc3 c5,Robatsch,51579,37.3,28.1,34.5
B06,"Rossolimo Variation, Modern Defense",1.e4 g6 2.d4 Bg7 3.Nf3 d6 3.c4 Bg4,Robatsch,51579,37.3,28.1,34.5
B06,"Small Center Variation, Pirc",1.e4 g6 2.d4 Bg7 3.Nf3 d6 3.Nc3 e6,Robatsch,51579,37.3,28.1,34.5
B06,"Suttles Variation, Modern Defense",1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Nf3 c6,Robatsch,51579,37.3,28.1,34.5
B06,Three Pawns Attack,1.e4 g6 2.d4 Bg7 3.f4,Robatsch,51579,37.3,28.1,34.5
B06,"Two Knight Variation, Modern Defense",1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Nf3,Robatsch,51579,37.3,28.1,34.5
B06,Westermann Gambit,1.e4 g6 2.d4 Bg7 3.Bd2,Robatsch,51579,37.3,28.1,34.5
B06,Wind Gambit,1.e4 g6 2.d4 Bg7 3.Bd3,Robatsch,51579,37.3,28.1,34.5
B07,150 Attack,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6 5.Qd2,Pirc,55390,40.7,29.5,29.8
B07,Anti-Philidor,1.e4 d6 2.d4 Nf6 3.Nc3 Nbd7 4.f4,Pirc,55390,40.7,29.5,29.8
B07,B07,1.e4 d6,Pirc,55390,40.7,29.5,29.8
B07,"Balogh Defense, Pirc",1.e4 d6 2.d4 f5,Pirc,55390,40.7,29.5,29.8
B07,"Bayonet Attack, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.h4,Pirc,55390,40.7,29.5,29.8
B07,"Chinese Variation, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2 Bg7 5.g4,Pirc,55390,40.7,29.5,29.8
B07,"Classical System, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be2,Pirc,55390,40.7,29.5,29.8
B07,Czech Defense,1.e4 d6 2.d4 Nf6 3.Nc3 c6,Pirc,55390,40.7,29.5,29.8
B07,"Kholmov System, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bc4,Pirc,55390,40.7,29.5,29.8
B07,"Lion's Jaw, Pirc",1.e4 d6 2.d4 Nf6 3.f3,Pirc,55390,40.7,29.5,29.8
B07,"Maroczy Defense, Pirc",1.e4 d6 2.d4 e5,Pirc,55390,40.7,29.5,29.8
B07,"Panov; Opatijav; Byrne Variation, Pirc",1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Bg5,Pirc,55390,40.7,29.5,29.8
B07,"Philidor Gambit, Pirc",1.e4 d6 2.d4 e5 3.dxe5 Bd7,Pirc,55390,40.7,29.5,29.8
B07,Pirc Defense,1.e4 d6 2.d4 Nf6,Pirc,55390,40.7,29.5,29.8
B07,Pirc; Ufimtsev; Antal Defense,1.e4 d6 2.d4 Nf6 3.Nc3 g6,Pirc,55390,40.7,29.5,29.8
